data,question,answer
2020.09.09. , 코로나 상황인지라 잘 만나지도 못 할것 같지만 그래도 미리 좀 알고 싶어 질문드립니다. 보통 중학생들은 뽀뽀가 기본이던데 저희는 일단 포옹이랑 손잡는거 까지... , 답변 아닙니다. 보통 그렇게 합니다. 
2020.08.14. , 근데 제가 한번도 과외를 해본적이 없어서 그러는데 개인과외가 좋다는 사람도 있고 회사가 더 좋다는 사람들도 있어서 장단점도 좀 알려주시고 분당 오리역근처 중학생... , 답변 정쌔미예요 ^^♡ 오리역 근처에서 중학생 영어과외를 찾고 계시길래 도움 드리고자 몇자 적고 갈게요! 주요 과목 같은 경우에는 초등학교 중학교 고등학교 때 배우는... 
2010.01.18. , 예비중학생이라서 몇일전부터 계속 질문을 하네요 제가 중학교를 갈때 부서같은게 있다는데 부서중에 거의 왠만해서 무슨부서가있나요??? 뭐 선도부같은거 ㅋㅋ(내공 30) ," 답변 다른 학교는 모르겠는데 우리학교는.... 선도부, 도서부, 방송부, 학생부 (전교회장부회장/아마1학년은 못들어갈듯) 정도 있는거 같고요 특별활동은.... 제과제빵부, 탁구부... "
2009.12.29. , 제가요 요즘에 중학생에 대해 궁금해서요.. 제 머리가요. 자연갈색이거든요 태어날때... 그레서 중학생되면 어떡해요?? 머리 색 검은색 이어야 한다고 하는데.. 근데 제머리는... , 답변 금방 풀릴 염색이라면-_-^ㅋ 걍 자연갈색이라고 선생님께 얘기해보세요!! 제 칭구도 눈도 갈색이고 머리카락이 갈색인데 선생님께 얘기했더니 이해해 주시더라고요ㅋㅋㅋ... 
2010.02.06. , 안녕하세요~ㅎㅎㅎ 전 올해 중학생이되는 어떤한?여학생인데요 제가 이제 중학생이될 준비를 천천히해볼생각인데요 우선 1두발 귀밑10cm의 단발형태인데요ㅜㅜ 10cm는... , 답변 1.두발은 정말 귀밑 10cm루 자를 필요없어여! 근데 요즘에는 숏컷이 유행이라서 예쁘고 짧게 잘 자르실수 있겟지만 그래두 청순한게 이쁘잔아여ㅋㅋ 그냥 선생님한테 걸릴꺼... 
2010.02.16. ," 이제 중학생올라가는데, 몇가지질문좀할게요~. 참고로 여자에요. 1. 머리규정이 그냥 단정한단발머리라고 되있는데 어깨선위로 자를것같은데, 그냥 자르기엔 제머리가 심한... "," 답변 1.머리는 보통 잡지않아요, 걱정마시구요 길다시프시면 등교할때 머리 묶으시면 대요.들어가서 풀면대고 ㅋㅋㅋㅋㅋ머리스타일은 그냥 있는대루가 좋죠 2.준비물이라... "
2018.11.01. , 중학생 유학 질문이요! 제가 현재 중학교 2 학년이고 우울증을 비롯하여 현재 한국 교육 제도나 방식에 맞지 않아서 차라리 외국으로 유학을 가려고 생각 중인데요 1.... , 답변 현재 한국에서 중학교 2학년에 재학중이며 추후 해외 유학을 희망하며 질문 남겨주셨네요. 귀사는 캐나다 전문 유학원으로 아래에서 궁금하신 점에 대해 캐나다... 
2018.12.09. ," 안녕하세요 중학생 질문드립니다. 좀 사적인 질문인데 신중하게 답해주셨으면 합니다 제가 올해기준 중1, 2019년부터 중2가 됩니다. 남중이고 학교에서는 친구가 꽤 많아요... ", 답변 여자애들이랑 노는 친구들이랑 놀면 자연스레 여자애들와 놀게되고 그러면서 친해지십셔 
2008.01.15. , 저를간략하게소개하자면 예비중학생이라고소개를할수있겠는데요 성별은여자구요 선배님들친절하게답변해주세요 1)저한테제일큰고민거리가성적인데요... , 답변 1) 안녕하세요^^ 저도초등학교때정신없이놀기만했는데요. 중학교때도 뭐 놀긴놀았지만.. 음..일단 중학교때부터는 완전 국영수위주로 학교수업을 따라가셔야되실꺼에요... 
2007.07.15. ," (다행이 대부분 트렁크라던데) 3.질문들 보면 수영모 쓰면 코디(?)가 떨어진다고 캡모자,두건들 쓰신다고 하시던데 중학생도 쓰는사람많나요? 아니면 그냥 집에있는... "," 답변 (다행이 대부분 트렁크라던데) 네~오히려 딱달라붙으면 쳐다봐요 3.질문들 보면 수영모 쓰면 코디(?)가 떨어진다고 캡모자,두건들 쓰신다고 하시던데 중학생도... "
2008.07.28. , 남자 중학생이구요 교복이 좀 칼라풀해요 분홍색이 썩여 잇어요 키는 좀 작아요 146정도고요 몸무게는 35정도네요 질문할게요 1. 가방 무슨 브랜드꺼 맬까요?(성의... ," 답변 좀 유행 안타는것이나 유행인것 추천해주세요 위에 첨부해드렸어요~ㅎㅎ 중학생은 아디다스 많이 매고다니던데, 제동생도 그렇구요 ㅇ .ㅇ 그래서... "
2007.02.22. , ㅎㅎㅎㅎ안녕하세요 이번에중학생이되는학생이랍니다~ 질문이꽤많죠? 간단하게해주셔도내용이알차면내공드릴게요~ㅎㅎㅎㅎ 감사내공까지요^^! 아!... , 답변 중학교 들어가시니까 막 설래시고 그러신가봐요 ㅎㅎ 1.검색창에 학교 이름 처보세요 ㅎㅎ 그럼 뜰꺼입니다 2.물론 학생들이 골라요 빨리 선택하고 그래야 나오죠 ㅋ 3.... 
2006.01.06. , 안녕하세요^^ 예비 6학년인 아이입니다.^^** 너무 마음이 설레고 그래서 질문좀 하겠습니당~. 1. 중학생때 준비해야할 것!! 사소한것두 포함요 모 공책은 몇권 가방은 모... , 답변 아디다스 드레곤 찍찍이 남/하/흰 팔아요 몇번 안신었는데 사이즈가 작아서 발이 아파서 팝니다 빨리 팔고 다른신발 사야돼서요 4만원정도 생각하고잇습니다... 
2012.06.08. , 남자중학생인데 짜증나 죽겠습니다 막 아무생각 안 해도 막 커지고 그래서 불편해서 잠깐 건드리면 친구들이 이상한 생각했냐고 놀립니다 이거 고치는 법좀 시도때도없이... , 답변 질문자님은 한창 사춘기이기 때문에 성기의 발기가 자주 되는 것은 창피한것이 아니고 극히 정상 입니다. 다만 발기 했을때 겉으로 봐서 표시가 나니까 그런거 아닌가요?... 
2008.03.02. , 헤드가방에 대해서 몇가지 질문좀 할게요 ♡ 제가 올해로 중학교에 입학하는... 올해로 중학생 입학이니까 메고 다녀도 괜찮겠죠 ? <- 또 그 가방이 새로 나온 디자인이라... , 답변 1.이제 중1인데 헤드가방 메도 괜찮죠? -저두 헤드가방을 샀는데~마음에 많이~들어요^^ㅋ 2. 이 가방 괜찮은지 좀 봐주세요 -제가 컴퓨터가 이상해서;;사진은 안보이구요... 
2005.02.01. , 올해 중학교에 입학하는 예비 중학생입니다; ^ ^ 별것도 아닌것에 괜히 질문하는 것에대해서 ; 귀찮다 생각하지 마시구; 질문에 답해주시면 감사하겠습니다 ^ ^ 첫번째 질문... , 답변 세번째 질문 중학생이시라면 자습서는 그렇게 필요할 것 같지는 않습니다 꼭 필요하시다면 정말로 필요하실 때 사세요.. 네번째 질문 저희 학교 교복도 회색체큽니다..... 
2010.02.15. , 많아서 질문 올리려고 합니다 ~ 1. 신발사려고 하는데 어떤게 좋을까요?? 2.중학생때 비비 쓰면 찍히나요? 3.커피색스타킹은 언제 신어야되나요? 4.반스타킹은 안되나요... ," 답변 1. 신발은 남자시면1번, 여자시면2번이 나을듯싶네여 2. 비비는 개나소나다 쓰기때문에 그런 조잡한걸루 안찍어여~ 3. 사계절 다 신어두되는데 겨울에는 추워서 더 두꺼운... "
2019.12.07. , 중학생인데 독학으로 연기를 해서 오디션에 볼려면 이게 가능한건가요 ?? 그리고 연기 공부할 때 좋은 책이나 방법 좀 알려주세요 ! 내공 100이요 ! , 답변 불가능 하기는 않겠지만 쉽지도 않겠죠. 어차피 진로를 연기자로 설정 했으면 학교를 진로에 맞게 설정하시면 어떨까요? 예고로 진학 목표 잡으시면 훨씬 도움이 되겠죠. 
2020.07.27. , 지금 현재 6학년이구요. 초등인강은 듣고 있습니다. 중학생 인강 추천해주세요. , 답변 예비중학생 인강 추천질문에 답변드립니다 6학년 학생이시네요~ 중학생 인강 찾고 계신 것 같습니다 예비중학생 인강으로 밀크티 중학을 추천드려요 ! 밀크티 중학은... 
2008.02.04. ," 1년후면 중학생이되는 초등학생인데요.(여자에요) 몇가지 걱정되는것과 궁금한게... 5.선배들이 막 후배들 잘 밟고 그러나요?ㅠㅠ 6.특별질문인데요, 그냥 매일 밥만... ", 답변 그리고 질문자님이 여중에 들어가고 싶으시면 여중이 나을껄요.. 공학은 좀 불편한점이 있기는 있죠.. 여자일 경우..; 저는 여중에 들어가길 바랬지만.. 저는 공학에... 
2008.02.04. ," 1년후면 중학생이되는 초등학생인데요.(여자에요) 몇가지 걱정되는것과 궁금한게... 5.선배들이 막 후배들 잘 밟고 그러나요?ㅠㅠ 6.특별질문인데요, 그냥 매일 밥만... ", 답변 1. 밟히지 않아요 딱히 선배분들한테 너무 튀지않게 행동하세요 껄렁하게 보이지도 말구여 2. 여중도 괜찮아요 여중은 남자구경하기 하늘에 별따기구요 공학같은 경우는... 
2015.12.01. , 안녕하세요 저는 이번에 여중으로 가게될 예비중학생입니다. 1. 예비소집날에... (약간 캐스키드슨같은 꽃무늬 가방) 너무 질문이 많아졌네요ㅠㅠ 하나하나 친절하게... ," 답변 안녕하세요;) 연돌이 입니다 1. 학교 마다 다른데 사복입으시면,,, 될꺼 같은데,, 2. 상황보고 하셔야 될꺼같아요... 개인적으로는 안했으면 좋겠어요,, 모르는 사람한테... "
2007.02.05. , 안녕하세요 2007년도 중학생 입학하게되는 사람입니다~~ 궁금한게 이많저만 아니네요 ㅋ 성의껏 답해주세요 감사내공드려요~ 1.초등학교때 쓰던 독서록 중학교때 쓰나요? 2.... , 답변 1.초등학교때 쓰던 독서록 중학교때 쓰나요? 초등학교 이후로 부터는 독서록을 잘 안 쓰는걸로 알고 있습니다. 제가 이제 중2인데 1년동안 저희학교에서는 독서록을 안쓰고... 
2020.06.03. , 중3 수학이랑 과학 등등 공부해야해서 문제집 사려고 하는데 제가 이해력이 좋지 않아서 강의도 같이 들을수 있는 문제집을 찾고있어요. 찾다가 EBS 뉴런이라는 문제집을... ," 답변 중학생 이시면은 문제 및 강의랑 같이 할수 있는 인강중에서 엠베스트 추천드립니다. 그리고 학교별 ,교과서 출판사별로 맞춰서 강의 가능해서 좋고 , 개인 맞춤형... "
2007.01.31. , 안녕하세요 2007년도 중학생이 되는 사람입니다~~ 다름이아니고 궁금한게 잇어서 몇자적겟습니다 ㅜ 1.예비소집일날 가저가야할 물건들 2..학교배정 받는장소 예:학교교실... , 답변 1.예비소집일날 가저가야할 물건들 그냥 맨몸으로 가시면 됩니다. 정 불안하시다면 휴대폰이나 필기도구를 가져가세요 2..학교배정 받는장소 예:학교교실 6학년때 중학교... 
2010.01.15. ," 이번에 중학생이 되는 한 학생입니다! 저는 남자인데요 내신은 언제쯤보고,내신에서는 6학년꺼만 나오나요? 그리고 좋은 가방,교복 추천점요 그리고 방송부를... ", 답변 안녕하세여 ㅎㅎ 내신은 넘어갈께여...ㅋㅋㅋ 음..우선 가방은 메이커잇는게 좋겟죠 ..컨버스도 괜찮고 백팩이나 크로스백 등등 쳐보시면 나와요 ㅎ 그냥 큰... 
2006.02.12. , 저는 올해 중학교에 입학하는 예비 중학생 입니다. 인천 서구 간재울중에 배정... @*네번째 가장 중요한 질문!!!*@ 공부 비법(노하우)을 전수 해 주세요!!!!! 제가 이런 질문을... , 답변 첫번째질문.에대한답변. 문제지뽑을라면 족보닷컴.. 제일좋져 ..... 두번째 질문에 대한답변 각과목의 출판사대로 문제집 사는게 제일좋습니다 세번째질문.. 그건저도잘..... 
2008.01.04. ," 이제곧중학생이되는예비중학생6 학년여학생입니다ㅇㅇ 중학교들어가는데, 초조하기도하고, 기대되기도하고, 궁금하기도하고해서 지식인에글올릴게여ㅇㅇ 질문이좀... ", 답변 제가 남자라서 패션은 잘 모르겠구요 중학교라고 쫄지마세요 그냥 새학년 됀거라 생각하시고요 중학교가 되면 냉전시대가 되서 괜히 먼저 말걸면 안좋을수도 있으니까 그냥... 
2011.02.11. ," 한마디로 올해 중학생 올라가는 예비 중이라는것이죠 저희 중학교가 태릉중인데요... 그럼 질문 들어갑니다. 1. 여중 헤어좀 가르쳐주세요/ 버섯머리, 파마, 염색 이런거... ", 답변 1.헤어 스타일 머리 같은 경우는 너무 스타일을 내려고 하지마세요. 그냥 가지런하게 일자머리로 잘라야 나중에 놀러가거나 할때 머리 꾸미고 손질하기가 편해요. 무턱대고... 
2007.01.22. ," 아는 중학생 언니도 없고; 그래서 중학교에 대해 잘 몰라요.ㅠ_ㅠ 그래서 질문해요.. 1. 교복은 어디것이 좋나요,,? 저는 대구동부중학교 갈듯.. 대충 저는 스마트... ", 답변 딴건 잘모르구요. 신발은 나이키 덩크로우나 포스또는SB라인이 가장 이쁩니다. 가장 많이들 신구요. cafe.daum.net/neomagicshop에 가시면 덩크로우나 포스SB라인을... 
2020.02.17. , 안녕하세요 중학생인데 밀크티 중학생 인강으로 괜찮을까요? 선생님이 학습관리도 잘 해주시나요?? , 답변 중학생이시군요~ 밀크티 중학생 인강 질문에 답변드려요~ 밀크티중학은 체계적이고 효율적인 학습과 함께 다양한 학습과정을 통해 학습자가 보다 수월하고 체계적으로... 
2020.09.26. , 싶어서 질문하는데 중학생이 딸만한 자격증이 뭐가 있을까요 ?? 제가 초등학교 때 친구들도 다 땃던 컴퓨터 자격증같은것도 한번도 안따봐서 진짜 1도 몰라요 ㅎㅎ 예를... ," 답변 질문에 답변드리도록 하겠습니다. 중학생이분이 취득하실수있는 자격증으로는 국가기술자격증인 네트워크관리사, 리눅스마스터, PC정비사 정보처리기능사자격증이... "
2012.02.10. , 예비중학생이 되는 애인데요 제가 턱뼈가운데가 갈라져 뽀빠이 턱이에요ㅜㅜ 그래서 입을벌리고 웃을 수도 없고 .. 꼭 수술 해야하나요?그리고 제가 여드름이 나서... ," 답변 여드름 때문에 왕따가 되는건 아닐거에요. 새학기가 되면 기죽지 마시고 먼저 말을 걸어보세요~ 저는 A형도 아닌데, 첨보는 친구하고 말을 잘섞지 못해요.^^;; 항상 친구가... "
